Drug Name,Drug ID,Strength,Pack Size,Price,Expiry Date,Batch Number,Manufacture Date,Country of Origin,Drug Interactions,Patient Age Group,Patient Gender,Patient Weight,Geographic Region,Sales Volume,Manufacturer,Generic Drug Name,Route of Adminstration,Storage Conditions,Prescription Required,Therapeutic Class,Dosage Form,Adverse Reactions
Dolo-650,ff8f0b1e-3d6c-4d07-aad2-3f5b5d062ec3,699,44,475.78,2027-05-14,52230229-8ee4-498e-87a0-4fa30f93823e,2021-08-11,United States,Congress figure boy rest performance southern food international.,Elderly,Female,55,Delhi,88,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Combiflam,7cde961a-c124-445d-b9c0-dc59e4760f45,475,19,381.59,2024-12-26,6180f224-d812-4835-aa62-750fde4a334c,2019-08-03,Germany,Common pass television adult effort bill.,Adult,Male,55,Mumbai,59,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,cb6e7bf7-b9b4-49cc-b019-2e0292b7a378,81,15,357.57,2025-04-23,31ea1f72-5122-4949-afc5-38234e95445d,2019-10-27,United States,Others scientist among mission property same.,Adult,Female,100,Chennai,73,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Dolo-650,2d7e1cba-5f64-4459-af77-119a62db1e6b,907,34,226.68,2026-06-07,4ee44b3c-eb91-40ab-8920-a992343db273,2019-07-15,Switzerland,Different without main attention human consumer charge.,Adult,Female,97,Mumbai,5,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Omez,d2d4cd49-80c3-403a-ab9f-1a300ab88219,641,33,289.36,2027-09-20,a7ef4c84-df84-4ce7-96eb-ee66ef9c2d9c,2022-10-04,Switzerland,Successful we its bed represent.,Adult,Female,50,Delhi,4,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Ciplox,6ba965a9-2361-4e53-8e6d-733a6f7ce37a,96,11,13.42,2025-09-26,d921c225-9cc2-40f7-a995-756e32ae78c7,2023-06-14,India,Window remain attorney also produce city mention authority.,Pediatric,Male,59,Pune,87,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Crocin,d2b8fa6e-a64e-416e-9bdf-bc6955ebf2a2,976,49,385.83,2026-02-27,b81f7c59-c2bd-47a7-99b7-7e84edf04c29,2021-10-28,Germany,Everything country improve have toward eight message final.,Adult,Female,84,Chennai,16,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,0cf7f2ce-60d8-48c5-bbcc-6e9cfaf3646b,736,10,224.1,2026-08-24,0d37498f-dbd7-448f-b0c6-45a3e31e4dc8,2019-12-14,Germany,Wish oil to indeed.,Pediatric,Female,77,Surat,22,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Azee,89d2a75e-fa30-4a5b-99e4-fa385b8d408c,238,50,238.93,2026-12-11,d545d7b0-6fde-492c-85ec-aab96cfeb094,2020-12-19,Switzerland,Total cultural animal high class.,Adult,Female,81,Delhi,36,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Atorva,fab14de6-f730-4ce2-a503-bfc53625ce26,906,7,55.37,2028-07-08,35cd4e75-ead8-4c00-a447-4843dfe49834,2019-11-08,India,Black floor source huge edge.,Pediatric,Female,55,Surat,70,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Dolo-650,9a626d4e-98bc-4685-a3d4-9be65c65269e,221,7,155.99,2026-11-08,e0992b45-fb2a-491b-881c-4f6d55ebabb4,2024-01-07,Germany,Reason modern fear fact opportunity section result.,Adult,Male,100,Surat,23,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Ciplox,b019ce6e-700b-4bef-b5e6-4854aa5d0d83,827,20,72.74,2027-08-04,8ea1cd22-5be3-4b5c-9089-9e8d29c23cbf,2020-05-20,India,Her senior try sort nature step.,Elderly,Female,94,Mumbai,100,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Combiflam,2dae8de3-5b4d-426e-b0d7-9de9df466355,698,48,315.33,2027-12-16,65ad6ee0-b4fb-4314-91d7-4163ecee86cc,2023-06-14,Switzerland,College adult guess instead.,Adult,Female,91,Chennai,96,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,662e33bd-99c2-482a-8efd-9e15ad472bdc,670,22,42.73,2024-05-08,2cd47418-0336-44d9-85e9-623f16896d07,2020-11-03,Switzerland,Say ball begin sea shoulder history.,Elderly,Female,59,Chennai,44,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Cetrizine,a3e23dd0-6683-4d1a-ba37-20bc1c1fc011,145,29,280.88,2025-12-26,2d53d9b4-a6da-41b1-8420-ece6b0d295d0,2019-11-16,Germany,Both education century bring boy open store.,Adult,Male,53,Bangalore,48,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Omez,d244f8c8-ffd8-4c95-b6e4-f107789065e5,788,32,104.63,2028-06-18,1a157cb8-b930-418c-9573-04dd9c129346,2019-11-08,Switzerland,Win stand head performance hour.,Adult,Female,50,Surat,35,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Combiflam,97dbe69c-6b2b-489d-b862-3d0edf3418b7,736,48,471.1,2028-02-28,146dc85f-caf8-49ee-a88f-3162dcf6df9d,2022-05-12,Switzerland,Record those long edge.,Adult,Male,80,Ahmedabad,33,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Pantocid,77b694c6-18ba-4640-b996-40afb88d06d0,165,23,297.11,2024-11-23,f5b409bd-6676-44dc-a9ab-988de01091cc,2020-04-21,United States,When garden should wrong poor ahead energy.,Adult,Female,61,Ahmedabad,24,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Pantocid,5fd00a40-a410-4aa4-b319-3ca4f899500e,987,35,42.86,2026-06-08,ca38560e-6027-4f41-a7a6-40335938fa9d,2021-04-16,Germany,Best suggest condition beyond wife.,Elderly,Female,52,Kolkata,68,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Azee,dcbf2910-4f15-45b4-b261-80e27c7f3bc1,514,17,202.19,2026-02-01,25e0bf0e-c566-49e8-a6b7-93833947b1df,2022-01-12,United States,It grow their themselves particularly start.,Elderly,Female,58,Surat,51,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Pantocid,bc915b32-4a0f-4d9e-b017-c54a4ef0615a,529,43,419.2,2024-05-30,10df3a38-db6f-4d64-bea8-a4fa0c5d7ead,2022-05-19,India,Response design edge for.,Pediatric,Male,68,Kolkata,59,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Pantocid,ef244efd-dcc9-4662-9d7b-f695bc9bad47,747,32,262.18,2028-07-04,21e3f909-0793-442c-a33c-87e236731ae7,2021-06-22,India,Kind new send stay.,Elderly,Female,73,Pune,76,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Cetrizine,97a86fd7-39b6-40fd-9772-7f56c883d206,624,17,419.99,2029-01-08,bbbb9ffc-2b63-4c41-b5ae-6a28aac469ff,2023-09-24,India,Someone letter sell yeah.,Pediatric,Female,93,Kolkata,51,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Crocin,44b68f99-7b9d-460c-b656-a652a3f691a8,668,24,380.53,2025-08-01,561a22a4-c0d2-4621-a170-7ae148f54624,2022-08-22,India,Within choose happy base.,Pediatric,Female,93,Surat,26,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,647c5a7b-7027-4b7b-8147-203db661222c,536,30,30.41,2027-11-10,9f73fab5-99f7-4423-8c7a-7a9fbfdf3bc4,2021-11-19,United States,Create everyone southern likely mention fall.,Pediatric,Male,94,Delhi,18,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Atorva,e34efbef-4207-475b-b97e-a495962df3eb,953,1,247.22,2024-12-24,bc397e6c-b002-40a9-ab76-3d1c1eb82691,2022-07-12,United States,Deal second big rule actually.,Adult,Female,72,Pune,46,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Cetrizine,096e8fcb-77a8-4348-8266-f5a29c7cec20,788,23,206.52,2029-01-31,02346fe3-f8cf-41a2-aef4-79867c61772d,2020-09-19,Switzerland,Most name short.,Elderly,Female,92,Chennai,79,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Pantocid,be89597d-135a-43b9-9084-c944d729dfec,350,20,370.52,2024-11-16,3c909b60-91a6-4d98-aff0-887844b34a50,2023-09-17,United States,Measure home customer discussion buy.,Elderly,Female,86,Kolkata,38,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Omez,41cddc0d-455e-4ef5-994a-9a3d0a3dc947,459,46,417.33,2025-11-21,3a78b066-2f33-437c-a9ab-42cb75ce5bbd,2019-10-26,India,Safe question smile west.,Elderly,Male,55,Bangalore,24,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Crocin,2f88094c-56c0-4cc5-8e0f-62a5e552fb18,805,22,19.22,2028-12-09,d1a3482d-f2ad-4bd3-bb7b-3c7f3a42644a,2022-10-15,United States,Can sport final front.,Elderly,Female,52,Delhi,82,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Azee,67ddd5b8-d087-4a73-ae4f-56f78e385bb8,135,34,344.81,2028-11-24,ed7bb30d-a341-445c-af95-8c972a6825f3,2024-02-16,Switzerland,Strategy effect foreign table film allow office you.,Pediatric,Male,60,Bangalore,32,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Amoxyclav,c663c2ea-9785-4389-97b4-244e1df30899,348,50,299.77,2025-11-05,52b338c0-775a-43f7-926d-cfcc300d3af1,2024-02-12,India,Rock attack common art leader play concern.,Elderly,Female,69,Pune,82,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Azee,9033e598-c345-4fac-a7b7-abcd862c9d6f,298,43,435.84,2024-05-16,04a7adf0-3a15-447b-a125-84f5d796a6c7,2022-11-02,Switzerland,Prepare recently edge alone consider act.,Adult,Male,71,Jaipur,18,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Crocin,781d81e6-338d-4778-ae1b-f26e701bbf70,369,39,134.8,2024-08-04,455b2db3-8d4b-4cb3-b7cb-3b4d65b8471d,2019-09-12,Switzerland,Skin individual fast over process true wide.,Elderly,Female,56,Chennai,88,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,73e7bba1-7461-4292-adf9-f5e7257999bf,639,31,105.4,2027-01-21,3f7e7f36-9846-47de-9970-e0754f0e8903,2021-04-19,United States,Camera sign save school human together alone.,Pediatric,Female,52,Bangalore,69,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Crocin,8b5ed213-258a-47ac-bce1-a2e7d657a91f,877,8,281.64,2025-12-20,0ade967a-d9be-4231-ab65-36a3586c67d9,2019-03-25,United States,Rate including wrong thing.,Elderly,Male,87,Surat,95,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,e82f781a-5c16-481f-ba5e-5405b2905083,963,18,244.87,2024-05-13,f26c53e3-aa7c-46b8-8b48-3c6fe9754b6c,2023-09-09,United States,Under important mind thought.,Pediatric,Male,55,Jaipur,74,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Azee,8ddb9719-28b1-4812-8f82-13b383ff9c1a,442,44,250.41,2026-12-04,72aa653f-7509-4c8d-b390-d70f9f924353,2019-06-04,United States,Toward thought service born along goal collection.,Pediatric,Male,52,Chennai,35,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Ciplox,78033f42-cb83-486b-bc13-bfc5a17caa1e,41,34,479.78,2024-10-15,a9fd8793-92fe-41af-bddc-ce89a1654fbb,2021-07-29,Germany,Mouth where expert hold we seek.,Adult,Male,89,Pune,51,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Pantocid,85526b26-deb5-4af7-9766-2e0b7e8d8222,913,47,118.63,2024-09-20,cf1007c3-6c26-4d3c-8e6a-afb6556e6b80,2022-05-19,United States,Usually simply clearly manager.,Adult,Female,50,Chennai,29,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Ciplox,ebf77e6c-f7ae-402f-8b75-ba3d414278f9,730,41,231.22,2025-11-26,840db3dd-4498-4d96-9c8c-7f1a46acf5b9,2020-07-08,India,Control behind appear.,Pediatric,Female,62,Bangalore,25,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Combiflam,2cf55cee-c045-4e2f-8e72-b846861264a1,793,2,242.02,2028-12-07,2985844f-a44d-4984-b2ee-102b74f322e7,2021-06-13,Germany,Wall section perhaps technology check local girl.,Adult,Female,100,Mumbai,70,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Crocin,92204b2f-972d-40dc-a45e-c3ecf2ca8135,700,10,277.85,2025-03-13,d8282174-3441-477d-af0b-0222e00b4288,2021-05-03,United States,Action according agency wonder.,Elderly,Male,60,Kolkata,74,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,a5eddbcc-32b6-49fe-884c-0a2631eb4c5b,397,27,370.1,2027-03-26,31c99bea-074b-4b70-bd11-6cdeec62b08a,2021-01-01,India,Hand daughter make growth statement.,Pediatric,Female,75,Pune,14,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Dolo-650,0020ec7c-7947-4419-93b2-0cced9e26023,245,15,366.8,2024-08-25,120c667e-1ce8-4617-bf3a-79d7ef57040c,2020-01-15,Switzerland,Attention perhaps bring night.,Elderly,Male,81,Bangalore,44,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,6f184c69-198a-4293-a47e-7e9d757dc842,214,43,460.69,2027-10-11,741299b9-dce0-4c92-acea-0fd0b6f228dd,2019-06-20,India,Heavy light whose especially record end between.,Adult,Female,56,Hyderabad,52,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Ciplox,b3ce26cd-a286-49b5-a57f-1d7ca0cd1846,626,10,213.43,2026-09-16,0f1e3c6d-6e30-4de2-a5f8-86313fb99f5a,2022-06-05,India,Lead allow simple goal government nature their.,Elderly,Female,67,Surat,22,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Crocin,53245144-3e82-4087-9f55-fca9cfd0aa74,622,23,39.67,2028-09-01,ea7ff3e4-292c-4bc8-a38a-a25751d5dbac,2019-08-11,Germany,Wait outside its maybe pick attorney over.,Elderly,Female,87,Pune,34,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,f581c1fc-ea9c-418e-918f-db7a523cc82a,77,32,64.51,2028-03-08,a246f11c-2f71-4e21-a63b-c7f653033d2a,2024-02-19,Switzerland,Military lay even message garden herself statement.,Elderly,Male,68,Kolkata,11,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,0c15fe4f-c931-42e7-8af1-7f801d2630f2,982,2,7.8,2028-06-04,3352b9e8-8df1-427e-a63e-e0a43a893fba,2023-02-12,United States,Race analysis whose arrive behind voice seat.,Pediatric,Female,89,Delhi,88,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Azee,df8adfe0-d103-48df-9d6a-34e846760153,157,16,260.45,2025-07-25,f2837ea0-26a2-45df-8fe2-1fb8bd1839e8,2019-10-10,Germany,Human particularly idea approach whole oil hold.,Elderly,Male,83,Chennai,88,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Cetrizine,dc458826-0f77-4c29-8d8f-d45ab47e380c,581,37,61.62,2026-09-19,22d0e0f9-bd85-4645-81b1-90ea402c5484,2024-02-13,Switzerland,Voice professional southern experience garden.,Adult,Male,54,Chennai,42,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Combiflam,0412e83f-bced-49f8-aa71-6b67f1ebce53,643,48,99.49,2024-11-09,a2440345-be16-47d5-89db-e9ea90440c51,2020-10-01,India,Answer explain yes year must break than treatment.,Elderly,Male,89,Delhi,24,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,995ff6f1-ec6f-4c97-87cc-8ad6d89d809b,510,45,435.0,2029-01-06,be20ee70-8c42-4384-bce2-bdf1c1c06dac,2022-10-28,India,Tax sing our thus.,Elderly,Male,68,Ahmedabad,69,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Omez,e19ee576-d48d-4c08-bec3-bc8d59eaa67f,100,28,57.72,2027-05-30,d4c08b3e-2e97-4e43-8d51-d77b2cdc0003,2020-03-30,United States,Eat dream support capital continue.,Pediatric,Female,58,Mumbai,98,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Dolo-650,382bb3a7-0d9a-4b48-8198-ffafe289ab98,825,24,442.87,2027-12-16,09874ff4-a801-4c82-8592-2461f59ab18e,2023-03-09,India,Walk pattern usually rest out try manager.,Pediatric,Male,54,Pune,44,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,ba219b84-774c-4fa1-aee1-5da092813b84,16,14,248.1,2025-05-20,c7b134ba-f05a-4a81-b7e0-0553daea455a,2023-01-15,Switzerland,Own threat almost.,Pediatric,Male,79,Chennai,93,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Combiflam,f14970d8-8a2e-45ac-82e0-dca86072af75,147,48,313.46,2024-04-07,7f2a2f49-392b-4fd1-9319-1aa755c055ab,2022-07-15,United States,Traditional billion its will.,Adult,Female,88,Pune,62,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Azee,8c2862c6-145f-4fbe-8d2d-2b70aefe29ef,785,6,262.77,2027-11-30,b3c6edb6-86d9-4773-9544-27e9aa9a57a4,2022-08-29,India,Call oil week risk address.,Pediatric,Female,66,Bangalore,23,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Crocin,7f60cd94-07e5-49c3-bc1a-312212308d63,892,13,70.79,2027-09-22,0c19d53c-d621-4f23-977a-d74d12caff77,2020-11-13,United States,Suddenly medical father life huge fight.,Pediatric,Female,60,Hyderabad,44,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,07b6fa25-69d5-4bab-a57e-0f1026d8bdb0,317,25,437.23,2024-04-09,645ea19a-8502-4de6-9e39-050fadd4a474,2022-01-28,United States,Education skin trouble later example large.,Elderly,Male,91,Hyderabad,50,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Pantocid,80aa846e-e8a6-40ad-b5ad-83b77e484647,561,41,209.66,2024-09-18,8cff8859-8701-4501-8736-6e67bfce0370,2020-01-10,Germany,Make scientist somebody same concern ahead walk.,Adult,Female,99,Chennai,22,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Cetrizine,0120797b-f986-4857-b133-0543034fa3ed,889,7,5.62,2025-11-12,54916e8d-b62b-4235-8803-bdfc7d9d7ab1,2020-01-13,Switzerland,Me do people three way night contain.,Pediatric,Male,94,Mumbai,74,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Azee,acf4db5b-ada2-41eb-99d8-38b76cde1b14,993,18,59.67,2028-09-17,fe9dbdf5-bfa1-46c7-b1c1-0dee026e466f,2021-01-22,India,Identify course grow national I be represent.,Elderly,Female,82,Bangalore,22,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Atorva,ff128f2a-1018-41e2-bef8-698fd3208e98,817,41,497.88,2025-07-29,806156a7-a233-4d31-8325-4de469bfe4f1,2019-11-12,Germany,Everyone alone care matter.,Pediatric,Male,56,Pune,52,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Ciplox,de349c02-513d-40b5-b1e1-34a59b2c4be0,801,44,360.25,2024-10-08,afdf5733-24f9-45a0-88b8-ea9043fa53f1,2023-01-12,Switzerland,Thought course product book paper office.,Adult,Female,81,Kolkata,76,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Pantocid,703d126e-b662-472e-9c6b-0b8526b63f02,917,35,440.23,2027-06-06,f1c145c5-e313-466e-b04a-25f19de17099,2020-02-17,Germany,Relate occur production enough paper action.,Pediatric,Female,88,Hyderabad,29,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Ciplox,e11e8041-700d-40ba-bbc7-dd70d2e6428b,90,29,136.28,2024-07-11,790ebcbc-68cb-4c60-a54e-cea0fbece77a,2022-11-07,Switzerland,Standard base blue.,Elderly,Male,64,Hyderabad,89,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Atorva,f90d1380-34b3-4c6e-b55d-3f7cc0d8696d,511,34,161.87,2027-09-15,cf5cae0e-f609-458b-ba90-9d24a982efa0,2023-12-08,India,Skill program window run.,Elderly,Male,94,Surat,29,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Dolo-650,9985e521-1f62-48bd-a347-baea028b8860,97,12,444.88,2028-05-31,04f4a7fe-cda7-4450-aef5-486355d0838f,2020-04-29,Germany,Become ago audience many somebody ten might.,Elderly,Female,68,Bangalore,44,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Omez,4773455c-3ea8-415c-ac24-e11daf4f4760,466,17,282.34,2028-01-01,fa880acd-effe-4d05-8f3e-9b65d08590da,2021-10-07,Switzerland,Sense peace behavior both.,Pediatric,Female,52,Chennai,68,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Pantocid,b625459b-4d8b-457d-bd57-71ed776f761b,322,44,83.81,2027-12-04,79f0f2d3-3b99-4993-9d81-4872d58d4b84,2022-04-06,Germany,Reason TV simple along feel sometimes war.,Pediatric,Female,75,Kolkata,78,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Combiflam,1ab9bc49-cf98-4edd-8dfd-2f44bbcb565a,174,23,145.81,2025-03-07,97afdc3e-46f2-43d7-9843-e6c8559b7a87,2019-09-08,Germany,What look decade why answer.,Adult,Male,71,Mumbai,88,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Azee,8ab227cb-297d-4d19-8c5f-1259c29b829f,957,22,342.83,2028-03-19,0316ad66-6457-4325-88e0-f91ac58f90ca,2019-06-27,Germany,Tend win everyone.,Pediatric,Male,92,Delhi,48,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Azee,4780f733-2e85-408c-aa21-0b3dd3d34ff2,303,26,401.6,2027-05-27,b934b4af-6e7a-448b-be97-335f24e0d35c,2023-09-12,Germany,Form decision have really section management activity.,Elderly,Male,60,Ahmedabad,14,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
